UF;IBGE;Adesão;NOME_MUNICIPIO;ENTIDADE
GO;521440;Sim;NAZARIO;SECRETARIA MUNICIPAL DE SAUDE DE NAZARIO/GO
GO;521450;Sim;NEROPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE NEROPOLIS/GO
GO;521460;Não;NIQUELÂNDIA;
GO;521470;Sim;NOVA AMERICA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA AMERICA/GO
GO;521480;Sim;NOVA AURORA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA AURORA/GO
GO;521483;Sim;NOVA CRIXAS;SECRETARIA MUNICIPAL DE SAUDE DE TERRA NOVA DO NORTE/MT
GO;521486;Sim;NOVA GLORIA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA GLORIA/GO
GO;521487;Sim;NOVA IGUACU DE GOIAS;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU DE GOIAS/GO
GO;521490;Não;NOVA ROMA;
GO;521500;Sim;NOVA VENEZA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA VENEZA/GO
GO;521520;Não;NOVO BRASIL;
GO;521523;Sim;NOVO GAMA;SECRETARIA MUNICIPAL DE SAUDE DE NOVO GAMA/GO
GO;521525;Não;NOVO PLANALTO;
GO;521530;Sim;ORIZONA;SECRETARIA MUNICIPAL DE SAUDE DE ORIZONA/GO
GO;521540;Sim;OURO VERDE DE GOIAS;SECRETARIA MUNICIPAL DE SAUDE DE OURO VERDE/GO
GO;521550;Sim;OUVIDOR;SECRETARIA MUNICIPAL DE SAUDE DE OUVIDOR/GO
GO;521560;Sim;PADRE BERNARDO;SECRETARIA MUNICIPAL DE SAUDE DE PADRE BERNARDO/GO
GO;521565;Não;PALESTINA DE GOIÁS;
GO;521570;Sim;PALMEIRAS DE GOIAS;SECRETARIA MUNICIPAL DE SAUDE DE PALMEIRAS DE GOIAS/GO
GO;521580;Sim;PALMELO;SECRETARIA MUNICIPAL DE SAUDE DE PALMELO/GO
GO;521590;Sim;PALMINOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE PALMINOPOLIS/GO
GO;521600;Sim;PANAMA;SECRETARIA MUNICIPAL DE SAUDE DE PANAMA/GO
GO;521630;Sim;PARANAIGUARA;SECRETARIA MUNICIPAL DE SAUDE DE PARANAIGUARA/GO
GO;521640;Sim;PARAUNA;SECRETARIA MUNICIPAL DE SAUDE DE PARAUNA/GO
GO;521645;Sim;PEROLANDIA;SECRETARIA MUNICIPAL DE SAUDE DE PEROLANDIA/GO
GO;521680;Sim;PETROLINA DE GOIAS;SECRETARIA MUNICIPAL DE SAUDE DE ARACU/GO
GO;521690;Sim;PILAR DE GOIAS;SECRETARIA MUNICIPAL DE SAUDE DE PILAR DE GOIAS/GO
GO;521710;Sim;PIRACANJUBA;SECRETARIA MUNICIPAL DE SAUDE DE PIRACANJUBA/GO
GO;521720;Não;PIRANHAS;
GO;521730;Sim;PIRENOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE PIRENOPOLIS/GO
GO;521740;Sim;PIRES DO RIO;SECRETARIA MUNICIPAL DE SAUDE DE PIRES DO RIO/GO
GO;521760;Sim;PLANALTINA;SECRETARIA MUNICIPAL DE SAUDE DE PLANALTINA/GO
GO;521770;Não;PONTALINA;
GO;521800;Sim;PORANGATU;SECRETARIA MUNICIPAL DE SAUDE DE PORANGATU/GO
GO;521805;Sim;PORTEIRAO;SECRETARIA MUNICIPAL DE SAUDE DE PORTEIRAO/GO
GO;521810;Sim;PORTELANDIA;SECRETARIA MUNICIPAL DE SAUDE DE PORTELANDIA/GO
GO;521830;Sim;POSSE;SECRETARIA MUNICIPAL DE SAUDE DE SANTO ANTONIO DE GOIAS/GO
GO;521839;Não;PROFESSOR JAMIL;
GO;521850;Sim;QUIRINOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE QUIRINOPOLIS/GO
GO;521860;Sim;RIALMA;SECRETARIA MUNICIPAL DE SAUDE DE RIALMA/GO
GO;521870;Sim;RIANAPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE RIANAPOLIS/GO
GO;521878;Sim;RIO QUENTE;SECRETARIA MUNICIPAL DE SAUDE DE RIO QUENTE/GO
GO;521880;Sim;RIO VERDE;SECRETARIA MUNICIPAL DE SAUDE DE RIO VERDE/GO
GO;521890;Sim;RUBIATABA;SECRETARIA MUNICIPAL DE SAUDE DE RUBIATABA/GO
GO;521900;Sim;SANCLERLANDIA;SECRETARIA MUNICIPAL DE SAUDE DE SANCLERLANDIA/GO
GO;521910;Sim;SANTA BARBARA DE GOIAS;SECRETARIA MUNICIPAL DE SAUDE DE SANTA BARBARA/GO
GO;521920;Sim;SANTA CRUZ DE GOIAS;SECRETARIA MUNICIPAL DE SAUDE DE SANTA CRUZ DE GOIAS/GO
GO;521925;Sim;SANTA FE DE GOIAS;SECRETARIA MUNICIPAL DE SAUDE DE VALE DE SAO DOMINGOS/MT
GO;521930;Sim;SANTA HELENA DE GOIAS;SECRETARIA MUNICIPAL DE SAUDE DE SANTA HELENA/GO
GO;521935;Sim;SANTA ISABEL;SECRETARIA MUNICIPAL DE SAUDE DE SANTA IZABEL/GO
GO;521940;Sim;SANTA RITA DO ARAGUAIA;SECRETARIA MUNICIPAL DE SAUDE DE SANTA RITA DO ARAGUAIA/GO
GO;521945;Não;SANTA RITA DO NOVO DESTINO;
GO;521950;Sim;SANTA ROSA DE GOIAS;SECRETARIA MUNICIPAL DE SAUDE DE SANTA ROSA/GO
GO;521960;Sim;SANTA TEREZA DE GOIAS;SECRETARIA MUNICIPAL DE SAUDE DE SANTA TEREZA DE GOIAS/GO
GO;521970;Sim;SANTA TEREZINHA DE GOIAS;SECRETARIA MUNICIPAL DE SAUDE DE SANTA TEREZINHA DE GOIAS/GO
GO;521971;Sim;SANTO ANTONIO DA BARRA;SECRETARIA MUNICIPAL DE SAUDE DE SANTO ANTONIO DA BARRA/GO
GO;521973;Sim;SANTO ANTONIO DE GOIAS;SECRETARIA MUNICIPAL DE SAUDE DE SAO DOMINGOS/GO
GO;521975;Sim;SANTO ANTONIO DO DESCOBERTO;SECRETARIA MUNICIPAL DE SAUDE DE SANTO ANTONIO DO DESCOBERTO/GO
GO;521980;Sim;SAO DOMINGOS;SECRETARIA MUNICIPAL DE SAUDE DE PETROLINA DE GOIAS/GO
GO;521990;Sim;SAO FRANCISCO DE GOIAS;SECRETARIA MUNICIPAL DE SAUDE DE SAO FRANCISCO DE GOIAS/GO
GO;522000;Sim;SAO JOAO D'ALIANCA;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DALIANCA/GO
GO;522005;Sim;SAO JOAO DA PARAUNA;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DA PARAUNA/GO
GO;522010;Sim;SAO LUIS DE MONTES BELOS;SECRETARIA MUNICIPAL DE SAUDE DE SAO LUIZ DE MONTES BELOS/GO
GO;522015;Sim;SAO LUIZ DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE SAO LUIZ DO NORTE/GO
GO;522020;Sim;SAO MIGUEL DO ARAGUAIA;SECRETARIA MUNICIPAL DE SAUDE DE SAO MIGUEL DO ARAGUAIA/GO
GO;522026;Sim;SAO MIGUEL DO PASSA QUATRO;SECRETARIA MUNICIPAL DE SAUDE DE SAO MIGUEL DO PASSA QUATRO/GO
GO;522028;Sim;SAO PATRICIO;SECRETARIA MUNICIPAL DE SAUDE DE SAO PATRICIO/GO
GO;522040;Sim;SAO SIMAO;SECRETARIA MUNICIPAL DE SAUDE DE SAO SIMAO/GO
GO;522045;Sim;SENADOR CANEDO;SECRETARIA MUNICIPAL DE SAUDE DE SENADOR CANEDO/GO
GO;522050;Sim;SERRANOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE SERRANOPOLIS/GO
GO;522060;Sim;SILVANIA;SECRETARIA MUNICIPAL DE SAUDE DE SILVANIA/GO
GO;522068;Não;SIMOLÂNDIA;
GO;522070;Não;SÍTIO D'ABADIA;
GO;522100;Sim;TAQUARAL DE GOIAS;SECRETARIA MUNICIPAL DE SAUDE DE TABAPORA/MT
GO;522108;Sim;TERESINA DE GOIAS;SECRETARIA MUNICIPAL DE SAUDE DE TERESINA DE GOIAS/GO
GO;522119;Sim;TEREZOPOLIS DE GOIAS;SECRETARIA MUNICIPAL DE SAUDE DE TEREZOPOLIS/GO
GO;522130;Não;TRÊS RANCHOS;
GO;522140;Sim;TRINDADE;SECRETARIA MUNICIPAL DE SAUDE DE TRINDADE/GO
GO;522145;Não;TROMBAS;
GO;522150;Sim;TURVANIA;SECRETARIA MUNICIPAL DE SAUDE DE TURVANIA/GO
GO;522155;Sim;TURVELANDIA;SECRETARIA MUNICIPAL DE SAUDE DE TURVELANDIA/GO
GO;522157;Sim;UIRAPURU;SECRETARIA MUNICIPAL DE SAUDE DE UIRAPURU/GO
GO;522160;Não;URUAÇU;
GO;522170;Sim;URUANA;SECRETARIA MUNICIPAL DE SAUDE DE URUANA/GO
GO;522180;Sim;URUTAI;SECRETARIA MUNICIPAL DE SAUDE DE URUTAI/GO
GO;522185;Sim;VALPARAISO DE GOIAS;SECRETARIA MUNICIPAL DE SAUDE DE VALPARAISO DE GOIAS/GO
GO;522190;Sim;VARJAO;SECRETARIA MUNICIPAL DE SAUDE DE NOVA CRIXAS/GO
GO;522200;Sim;VIANOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE VIANOPOLIS/GO
GO;522205;Não;VICENTINÓPOLIS;
GO;522220;Sim;VILA BOA;SECRETARIA MUNICIPAL DE SAUDE DE VILA BOA/GO
GO;522230;Sim;VILA PROPICIO;SECRETARIA MUNICIPAL DE SAUDE DE VILA PROPICIO/GO
MS;500020;2;AGUA CLARA;SECRETARIA MUNICIPAL DE SAUDE DE AGUA CLARA/MS
MS;500025;Não;ALCINÓPOLIS;
MS;500060;Sim;AMAMBAI;SECRETARIA MUNICIPAL DE SAUDE DE AMAMBAI/MS
MS;500070;Sim;ANASTACIO;SECRETARIA MUNICIPAL DE SAUDE DE ANASTACIO/MS
MS;500080;Sim;ANAURILANDIA;SECRETARIA MUNICIPAL DE SAUDE DE ANAURILANDIA/MS
MS;500085;Sim;ANGELICA;SECRETARIA MUNICIPAL DE SAUDE DE ANGELICA/MS
MS;500090;Não;ANTÔNIO JOÃO;
MS;500100;Sim;APARECIDA DO TABOADO;SECRETARIA MUNICIPAL DE SAUDE DE APARECIDA DO TABOADO/MS
MS;500110;Sim;AQUIDAUANA;SECRETARIA MUNICIPAL DE SAUDE DE AQUIDAUANA/MS
MS;500124;Sim;ARAL MOREIRA;SECRETARIA MUNICIPAL DE SAUDE DE ARAL MOREIRA/MS
MS;500150;Sim;BANDEIRANTES;SECRETARIA MUNICIPAL DE SAUDE DE BANDEIRANTES/MS
MS;500190;Sim;BATAGUASSU;SECRETARIA MUNICIPAL DE SAUDE DE BATAGUASSU/MS
MS;500200;Sim;BATAYPORA;SECRETARIA MUNICIPAL DE SAUDE DE BATAIPORA/MS
MS;500210;Sim;BELA VISTA;SECRETARIA MUNICIPAL DE SAUDE DE BELA VISTA/MS
MS;500215;Sim;BODOQUENA;SECRETARIA MUNICIPAL DE SAUDE DE BODOQUENA/MS
MS;500220;Sim;BONITO;SECRETARIA MUNICIPAL DE SAUDE DE BONITO/MS
MS;500230;Sim;BRASILANDIA;SECRETARIA MUNICIPAL DE SAUDE DE BRASILANDIA/MS
MS;500240;Sim;CAARAPO;SECRETARIA MUNICIPAL DE SAUDE DE CAARAPO/MS
MS;500260;Sim;CAMAPUA;SECRETARIA MUNICIPAL DE SAUDE DE CAMAPUA/MS
MS;500270;Sim;CAMPO GRANDE;SECRETARIA MUNICIPAL DE SAUDE DE CAMPO GRANDE/MS
MS;500280;Sim;CARACOL;SECRETARIA MUNICIPAL DE SAUDE DE CARACOL/MS
MS;500290;Sim;CASSILANDIA;SECRETARIA MUNICIPAL DE SAUDE DE CASSILANDIA/MS
MS;500295;Sim;CHAPADAO DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE CHAPADAO DO SUL/MS
MS;500310;Sim;CORGUINHO;SECRETARIA MUNICIPAL DE SAUDE DE CORGUINHO/MS
MS;500315;Sim;CORONEL SAPUCAIA;SECRETARIA MUNICIPAL DE SAUDE DE CORONEL SAPUCAIA/MS
MS;500320;Não;CORUMBÁ;
MS;500325;Sim;COSTA RICA;SECRETARIA MUNICIPAL DE SAUDE DE COSTA RICA/MS
MS;500330;Não;COXIM;
MS;500345;Sim;DEODAPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE DEODAPOLIS/MS
MS;500348;Sim;DOIS IRMAOS DO BURITI;SECRETARIA MUNICIPAL DE SAUDE DE DOIS IRMAOS DO BURITI/MS
MS;500350;Não;DOURADINA;
