UF;IBGE;NOME_MUNICIPIO;ENTIDADE;Adesão
SP;350090;ALTAIR;SECRETARIA MUNICIPAL DE SAUDE DE ALTAIR - ESF JOAO GONCALVES;Sim
SP;350090;ALTAIR;;Não
MG;310200;ALTEROSA;;Não
SP;350100;ALTINOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE CANA VERDE/MG;Sim
SP;350100;ALTINÓPOLIS;;Não
SP;350110;ALTO ALEGRE;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DA LAGOA/MG;Sim
SP;350110;ALTO ALEGRE;;Não
MG;310205;ALTO CAPARAÓ;;Não
MG;315350;ALTO JEQUITIBÁ;;Não
MG;310210;ALTO RIO DOCE;SECRETARIA MUNICIPAL DE SAUDE DE MIRAI/MG;Sim
MG;310210;ALTO RIO DOCE;;Não
ES;320035;ALTO RIO NOVO;SECRETARIA MUNICIPAL DE SAUDE DE JEQUITINHONHA/MG;Sim
ES;320035;ALTO RIO NOVO;;Não
SP;350115;ALUMÍNIO;;Não
MG;310220;ALVARENGA;;Não
SP;350120;ALVARES FLORENCE;SECRETARIA MUNICIPAL DE SAUDE DE ALVARES FLORENCE - CS NELSON DO VALLE;Sim
SP;350120;ÁLVARES FLORENCE;;Não
SP;350130;ALVARES MACHADO;SECRETARIA MUNICIPAL DE SAUDE DE ALVARES MACHADO;Sim
SP;350130;ÁLVARES MACHADO;;Não
SP;350140;ALVARO DE CARVALHO;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DO RIO PARDO - CS I DEPUTADO EDUARDO VICENTE NASSER;Sim
SP;350140;ÁLVARO DE CARVALHO;;Não
SP;350150;ALVINLANDIA;SECRETARIA MUNICIPAL DE SAUDE DE GRUPIARA/MG;Sim
SP;350150;ALVINLÂNDIA;;Não
MG;310230;ALVINÓPOLIS;;Não
MG;310240;ALVORADA DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE CABECEIRA GRANDE/MG;Sim
MG;310240;ALVORADA DE MINAS;;Não
SP;350160;AMERICANA;SECRETARIA MUNICIPAL DE SAUDE DE AMERICANA;Sim
SP;350160;AMERICANA;;Não
SP;350170;AMERICO BRASILIENSE;SECRETARIA MUNICIPAL DE SAUDE DE AMERICO BRASILIENSE;Sim
SP;350170;AMÉRICO BRASILIENSE;;Não
SP;350180;AMERICO DE CAMPOS;SECRETARIA MUNICIPAL DE SAUDE DE AMERICO DE CAMPOS - CS III;Sim
SP;350180;AMÉRICO DE CAMPOS;;Não
SP;350190;AMPARO;SECRETARIA MUNICIPAL DE SAUDE DE AMPARO ;Sim
SP;350190;AMPARO;;Não
MG;310250;AMPARO DO SERRA;SECRETARIA MUNICIPAL DE SAUDE DE IGARATA - VIGILANCIA EM SAUDE;Sim
MG;310250;AMPARO DO SERRA;;Não
SP;350200;ANALÂNDIA;;Não
ES;320040;ANCHIETA;SECRETARIA MUNICIPAL DE SAUDE DE BRUMADINHO/MG;Sim
ES;320040;ANCHIETA;;Não
MG;310260;ANDRADAS;SECRETARIA MUNICIPAL DE SAUDE DE ALFREDO MARCONDES - UBS III ;Sim
MG;310260;ANDRADAS;;Não
SP;350210;ANDRADINA;SECRETARIA MUNICIPAL DE SAUDE DE ANDRADINA;Sim
SP;350210;ANDRADINA;;Não
MG;310280;ANDRELÂNDIA;;Não
SP;350220;ANGATUBA;SECRETARIA MUNICIPAL DE SAUDE DE ITAIPE/MG;Sim
SP;350220;ANGATUBA;;Não
MG;310285;ANGELANDIA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA EUROPA - CENTRO DE SAUDE III NOVA EUROPA;Sim
MG;310285;ANGELÂNDIA;;Não
RJ;330010;ANGRA DOS REIS;;Não
SP;350230;ANHEMBI;SECRETARIA MUNICIPAL DE SAUDE DE ANHEMBI - UMS ;Sim
SP;350230;ANHEMBI;;Não
SP;350240;ANHUMAS;SECRETARIA MUNICIPAL DE SAUDE DE ANHUMAS - UBS MARINA CEOLIM LOPES;Sim
SP;350240;ANHUMAS;;Não
MG;310290;ANTÔNIO CARLOS;;Não
MG;310300;ANTÔNIO DIAS;;Não
MG;310310;ANTÔNIO PRADO DE MINAS;;Não
SP;350250;APARECIDA;SECRETARIA MUNICIPAL DE SAUDE DE MALACACHETA/MG;Sim
SP;350250;APARECIDA;;Não
SP;350260;APARECIDA D'OESTE;SECRETARIA MUNICIPAL DE SAUDE DE APARECIDA DOESTE - CS II;Sim
SP;350260;APARECIDA D'OESTE;;Não
RJ;330015;APERIBÉ;;Não
ES;320050;APIACA;SECRETARIA MUNICIPAL DE SAUDE DE FRONTEIRA DOS VALES/MG;Sim
ES;320050;APIACÁ;;Não
SP;350270;APIAÍ;;Não
MG;310320;ARACAI;SECRETARIA MUNICIPAL DE SAUDE DE MACHACALIS/MG;Sim
MG;310320;ARAÇAÍ;;Não
SP;350275;ARACARIGUAMA;SECRETARIA MUNICIPAL DE SAUDE DE ARACARIGUAMA;Sim
SP;350275;ARAÇARIGUAMA;;Não
SP;350280;ARACATUBA;SECRETARIA MUNICIPAL DE SAUDE DE ARACATUBA;Sim
SP;350280;ARAÇATUBA;;Não
MG;310330;ARACITABA;SECRETARIA MUNICIPAL DE SAUDE DE JAGUARACU/MG;Sim
MG;310330;ARACITABA;;Não
SP;350290;ARACOIABA DA SERRA;SECRETARIA MUNICIPAL DE SAUDE DE ARACOIABA DA SERRA - UMS;Sim
SP;350290;ARAÇOIABA DA SERRA;;Não
ES;320060;ARACRUZ;;Não
MG;310340;ARACUAI;SECRETARIA MUNICIPAL DE SAUDE DE INGAI/MG;Sim
MG;310340;ARAÇUAÍ;;Não
MG;310350;ARAGUARI;SECRETARIA MUNICIPAL DE SAUDE DE ARAGUARI/MG;Sim
MG;310350;ARAGUARI;;Não
SP;350300;ARAMINA;SECRETARIA MUNICIPAL DE SAUDE DE JACUPIRANGA - DEPARTAMENTO;Sim
SP;350300;ARAMINA;;Não
SP;350310;ARANDU;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DO GOIABAL/MG;Sim
SP;350310;ARANDU;;Não
MG;310360;ARANTINA;;Não
SP;350315;ARAPEI;SECRETARIA MUNICIPAL DE SAUDE DE PAVAO/MG;Sim
SP;350315;ARAPEÍ;;Não
MG;310370;ARAPONGA;SECRETARIA MUNICIPAL DE SAUDE DE CAPINOPOLIS/MG;Sim
MG;310370;ARAPONGA;;Não
MG;310375;ARAPORÃ;;Não
MG;310380;ARAPUA;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DA LAPA/MG;Sim
MG;310380;ARAPUÁ;;Não
SP;350320;ARARAQUARA;SECRETARIA MUNICIPAL DE SAUDE DE ARARAQUARA ;Sim
SP;350320;ARARAQUARA;;Não
SP;350330;ARARAS;SECRETARIA MUNICIPAL DE SAUDE DE ARARAS -  CDI;Sim
SP;350330;ARARAS;;Não
RJ;330020;ARARUAMA;;Não
MG;310390;ARAUJOS;SECRETARIA MUNICIPAL DE SAUDE DE BERIZAL/MG;Sim
MG;310390;ARAÚJOS;;Não
MG;310400;ARAXA;SECRETARIA MUNICIPAL DE SAUDE DE ARAXA/MG;Sim
MG;310400;ARAXÁ;;Não
MG;310410;ARCEBURGO;SECRETARIA MUNICIPAL DE SAUDE DE NOVA ALIANCA - CS;Sim
MG;310410;ARCEBURGO;;Não
SP;350335;ARCO-IRIS;SECRETARIA MUNICIPAL DE SAUDE DE CANITAR - CS III DE CANITAR;Sim
SP;350335;ARCO-ÍRIS;;Não
MG;310420;ARCOS;SECRETARIA MUNICIPAL DE SAUDE DE BOFETE - UBS BRUNO NOVAES;Sim
MG;310420;ARCOS;;Não
MG;310430;AREADO;SECRETARIA MUNICIPAL DE SAUDE DE SENHORA DOS REMEDIOS/MG;Sim
MG;310430;AREADO;;Não
RJ;330022;AREAL;;Não
SP;350340;AREALVA;SECRETARIA MUNICIPAL DE SAUDE DE TAUBATE;Sim
SP;350340;AREALVA;;Não
SP;350350;AREIAS;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DOS CAMPOS/SP;Sim
SP;350350;AREIAS;;Não
SP;350360;AREIOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE AREIOPOLIS - UMS OLIVIO CANAVESI;Sim
SP;350360;AREIÓPOLIS;;Não
MG;310440;ARGIRITA;SECRETARIA MUNICIPAL DE SAUDE DE JURUAIA/MG;Sim
MG;310440;ARGIRITA;;Não
MG;310445;ARICANDUVA;SECRETARIA MUNICIPAL DE SAUDE DE RIO VERMELHO/MG;Sim
MG;310445;ARICANDUVA;;Não
MG;310450;ARINOS;SECRETARIA MUNICIPAL DE SAUDE DE ARINOS/MG;Sim
MG;310450;ARINOS;;Não
SP;350370;ARIRANHA;SECRETARIA MUNICIPAL DE SAUDE DE ARIRANHA - CS DR MIGUEL HERNANDEZ;Sim
SP;350370;ARIRANHA;;Não
RJ;330023;ARMAÇÃO DOS BÚZIOS;;Não
RJ;330025;ARRAIAL DO CABO;;Não
SP;350380;ARTUR NOGUEIRA;SECRETARIA MUNICIPAL DE SAUDE DE ARTUR NOGUEIRA - DEPARTAMENTO;Sim
SP;350380;ARTUR NOGUEIRA;;Não
SP;350390;ARUJA;SECRETARIA MUNICIPAL DE SAUDE DE ARUJA;Sim
SP;350390;ARUJÁ;;Não
SP;350395;ASPASIA;SECRETARIA MUNICIPAL DE SAUDE DE MIRA ESTRELA - UBS;Sim
SP;350395;ASPÁSIA;;Não
SP;350400;ASSIS;SECRETARIA MUNICIPAL DE SAUDE DE ASSIS - CEADIM ;Sim
SP;350400;ASSIS;;Não
MG;310460;ASTOLFO DUTRA;SECRETARIA MUNICIPAL DE SAUDE DE ASTOLFO DUTRA/MG;Sim
MG;310460;ASTOLFO DUTRA;;Não
MG;310470;ATALEIA;SECRETARIA MUNICIPAL DE SAUDE DE ATALEIA/MG;Sim
MG;310470;ATALÉIA;;Não
SP;350410;ATIBAIA;SECRETARIA MUNICIPAL DE SAUDE DE ATIBAIA;Sim
SP;350410;ATIBAIA;;Não
ES;320070;ATILIO VIVACQUA;;Não
MG;310480;AUGUSTO DE LIMA;SECRETARIA MUNICIPAL DE SAUDE DE IPUA - DEPARTAMENTO;Sim
MG;310480;AUGUSTO DE LIMA;;Não
SP;350420;AURIFLAMA;SECRETARIA MUNICIPAL DE SAUDE DE AURIFLAMA - UBS;Sim
SP;350420;AURIFLAMA;;Não
SP;350430;AVAI;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DA VARGINHA/MG;Sim
SP;350430;AVAÍ;;Não
SP;350440;AVANHANDAVA;SECRETARIA MUNICIPAL DE SAUDE DE CABRALIA PAULISTA;Sim
SP;350440;AVANHANDAVA;;Não
SP;350450;AVARE;SECRETARIA MUNICIPAL DE SAUDE DE AVARE;Sim
SP;350450;AVARÉ;;Não
SP;350460;BADY BASSITT;SECRETARIA MUNICIPAL DE SAUDE DE PIRASSUNUNGA;Sim
SP;350460;BADY BASSITT;;Não
MG;310490;BAEPENDI;SECRETARIA MUNICIPAL DE SAUDE DE BAEPENDI/MG;Sim
MG;310490;BAEPENDI;;Não
ES;320080;BAIXO GUANDU;;Não
SP;350470;BALBINOS;SECRETARIA MUNICIPAL DE SAUDE DE SAO PEDRO DO TURVO - CS III SAO PEDRO DO TURVO DR FRANCISCO ANTONIO;Sim
SP;350470;BALBINOS;;Não
MG;310500;BALDIM;SECRETARIA MUNICIPAL DE SAUDE DE NOVA ODESSA;Sim
MG;310500;BALDIM;;Não
SP;350480;BALSAMO;SECRETARIA MUNICIPAL DE SAUDE DE BALSAMO - CS III DRº JUSCELINO MANSO VIEIRA;Sim
SP;350480;BÁLSAMO;;Não
MG;310510;BAMBUI;SECRETARIA MUNICIPAL DE SAUDE DE LAGOA DOURADA/MG;Sim
MG;310510;BAMBUÍ;;Não
SP;350490;BANANAL;SECRETARIA MUNICIPAL DE SAUDE DE BANANAL - UNIDADE MISTA DE SAUDE MONS CID FRANCA SANTOS;Sim
SP;350490;BANANAL;;Não
MG;310520;BANDEIRA;;Não
MG;310530;BANDEIRA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE NOVO ORIENTE DE MINAS/MG;Sim
MG;310530;BANDEIRA DO SUL;;Não
SP;350500;BARAO DE ANTONINA;SECRETARIA MUNICIPAL DE SAUDE DE BARAO DE ANTONINA - CS;Sim
SP;350500;BARÃO DE ANTONINA;;Não
MG;310540;BARAO DE COCAIS;SECRETARIA MUNICIPAL DE SAUDE NOVO HORIZONTE - CS II UBS DR JOAO DORIVAL CARDOSO;Sim
MG;310540;BARÃO DE COCAIS;;Não
MG;310550;BARÃO DE MONTE ALTO;;Não
MG;310560;BARBACENA;SECRETARIA MUNICIPAL DE SAUDE DE BARBACENA/MG;Sim
MG;310560;BARBACENA;;Não
SP;350510;BARBOSA;SECRETARIA MUNICIPAL DE SAUDE DE BONITO DE MINAS/MG;Sim
SP;350510;BARBOSA;;Não
SP;350520;BARIRI;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DO ORIENTE/MG;Sim
SP;350520;BARIRI;;Não
SP;350530;BARRA BONITA;SECRETARIA MUNICIPAL DE SAUDE DE BARRA BONITA;Sim
SP;350530;BARRA BONITA;;Não
ES;320090;BARRA DE SÃO FRANCISCO;;Não
SP;350535;BARRA DO CHAPEU;SECRETARIA MUNICIPAL DE SAUDE DE BARRA DO CHAPEU - ESF DE BARRA DO CHAPEU BARRA DO CHAPEU;Sim
SP;350535;BARRA DO CHAPÉU;;Não
RJ;330030;BARRA DO PIRAÍ;;Não
SP;350540;BARRA DO TURVO;;Não
MG;310570;BARRA LONGA;SECRETARIA MUNICIPAL DE SAUDE DE TREMEMBE - CS DR CARLOS BORGES ANCORA DA LUZ;Sim
MG;310570;BARRA LONGA;;Não
RJ;330040;BARRA MANSA;;Não
SP;350550;BARRETOS;SECRETARIA MUNICIPAL DE SAUDE DE CATAS ALTA/MG;Sim
SP;350550;BARRETOS;;Não
SP;350560;BARRINHA;SECRETARIA MUNICIPAL DE SAUDE DE JERIQUARA - CS III JOAO ALVES COSTA;Sim
SP;350560;BARRINHA;;Não
MG;310590;BARROSO;SECRETARIA MUNICIPAL DE SAUDE DE QUEIROZ - CS;Sim
MG;310590;BARROSO;;Não
SP;350570;BARUERI;SECRETARIA MUNICIPAL DE SAUDE DE BARUERI;Sim
SP;350570;BARUERI;;Não
SP;350580;BASTOS;SECRETARIA MUNICIPAL DE SAUDE DE BASTOS;Sim
SP;350580;BASTOS;;Não
SP;350590;BATATAIS;SECRETARIA MUNICIPAL DE SAUDE DE ITACARAMBI/MG;Sim
SP;350590;BATATAIS;;Não
SP;350600;BAURU;SECRETARIA MUNICIPAL DE SAUDE DE MONTE SANTO DE MINAS/MG;Sim
SP;350600;BAURU;;Não
SP;350610;BEBEDOURO;SECRETARIA MUNICIPAL DE SAUDE DE BEBEDOURO;Sim
SP;350610;BEBEDOURO;;Não
MG;310600;BELA VISTA DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE BELA VISTA DE MINAS/MG;Sim
MG;310600;BELA VISTA DE MINAS;;Não
RJ;330045;BELFORD ROXO;;Não
MG;310610;BELMIRO BRAGA;;Não
MG;310620;BELO HORIZONTE;SECRETARIA MUNICIPAL DE SAUDE DE BELO HORIZONTE/MG;Sim
MG;310620;BELO HORIZONTE;;Não
MG;310630;BELO ORIENTE;SECRETARIA MUNICIPAL DE SAUDE DE BELO ORIENTE/MG;Sim
MG;310630;BELO ORIENTE;;Não
MG;310640;BELO VALE;SECRETARIA MUNICIPAL DE SAUDE DE CRISTAIS PAULISTA - CENTRO DE SAUDE DR JOAO JOAQUIM FERREIRA;Sim
MG;310640;BELO VALE;;Não
SP;350620;BENTO DE ABREU;SECRETARIA MUNICIPAL DE SAUDE DE BENTO DE ABREU - UBS III DR JOSE ROSSETO;Sim
SP;350620;BENTO DE ABREU;;Não
MG;310650;BERILO;;Não
MG;310665;BERIZAL;SECRETARIA MUNICIPAL DE SAUDE DE JUVENILIA/MG;Sim
MG;310665;BERIZAL;;Não
SP;350630;BERNARDINO DE CAMPOS;SECRETARIA MUNICIPAL DE SAUDE DE BERNARDINO DE CAMPOS - USF PEROLA DO PLANALTO;Sim
SP;350630;BERNARDINO DE CAMPOS;;Não
SP;350635;BERTIOGA;SECRETARIA MUNICIPAL DE SAUDE DE BERTIOGA;Sim
SP;350635;BERTIOGA;;Não
MG;310660;BERTOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE SABINO;Sim
MG;310660;BERTÓPOLIS;;Não
MG;310670;BETIM;SECRETARIA MUNICIPAL DE SAUDE DE BETIM/MG;Sim
MG;310670;BETIM;;Não
MG;310680;BIAS FORTES;;Não
MG;310690;BICAS;;Não
SP;350640;BILAC;SECRETARIA MUNICIPAL DE SAUDE DE BILAC - UBS PREF PEDRO ALVO BOTINI;Sim
SP;350640;BILAC;;Não
MG;310700;BIQUINHAS;SECRETARIA MUNICIPAL DE SAUDE DE SENADOR JOSE BENTO/MG;Sim
MG;310700;BIQUINHAS;;Não
SP;350650;BIRIGUI;SECRETARIA MUNICIPAL DE SAUDE DE BIRIGUI;Sim
SP;350650;BIRIGUI;;Não
SP;350660;BIRITIBA-MIRIM;SECRETARIA MUNICIPAL DE SAUDE DE BIRITIBA MIRIM;Sim
SP;350660;BIRITIBA-MIRIM;;Não
MG;310710;BOA ESPERANCA;SECRETARIA MUNICIPAL DE SAUDE DE BOA ESPERANCA/MG;Sim
ES;320100;BOA ESPERANCA;SECRETARIA MUNICIPAL DE SAUDE DE BUENOPOLIS/MG;Sim
MG;310710;BOA ESPERANÇA;;Não
ES;320100;BOA ESPERANÇA;;Não
SP;350670;BOA ESPERANCA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE BOA ESPERANCA DO SUL;Sim
SP;350670;BOA ESPERANÇA DO SUL;;Não
SP;350680;BOCAINA;SECRETARIA MUNICIPAL DE SAUDE DE BOCAINA - CS III DR HELIO INFORZATO;Sim
SP;350680;BOCAINA;;Não
MG;310720;BOCAINA DE MINAS;;Não
MG;310730;BOCAIUVA;SECRETARIA MUNICIPAL DE SAUDE DE BOCAIUVA/MG;Sim
MG;310730;BOCAIÚVA;;Não
SP;350690;BOFETE;SECRETARIA MUNICIPAL DE SAUDE DE BORA - CS DE BORA;Sim
SP;350690;BOFETE;;Não
SP;350700;BOITUVA;SECRETARIA MUNICIPAL DE SAUDE DE BOITUVA;Sim
SP;350700;BOITUVA;;Não
MG;310740;BOM DESPACHO;SECRETARIA MUNICIPAL DE SAUDE - BOM DESPACHO/MG;Sim
MG;310740;BOM DESPACHO;;Não
RJ;330050;BOM JARDIM;;Não
MG;310750;BOM JARDIM DE MINAS;;Não
MG;310760;BOM JESUS DA PENHA;;Não
MG;310770;BOM JESUS DO AMPARO;SECRETARIA MUNICIPAL DE SAUDE DE BOM JESUS DO AMPARO/MG;Sim
MG;310770;BOM JESUS DO AMPARO;;Não
MG;310780;BOM JESUS DO GALHO;;Não
RJ;330060;BOM JESUS DO ITABAPOANA;;Não
ES;320110;BOM JESUS DO NORTE;;Não
SP;350710;BOM JESUS DOS PERDOES;SECRETARIA MUNICIPAL DE SAUDE DE BOM JESUS DOS PERDOES;Sim
SP;350710;BOM JESUS DOS PERDÕES;;Não
MG;310790;BOM REPOUSO;;Não
MG;310800;BOM SUCESSO;SECRETARIA MUNICIPAL DE SAUDE DE BOM SUCESSO/MG;Sim
MG;310800;BOM SUCESSO;;Não
SP;350715;BOM SUCESSO DE ITARARE;SECRETARIA MUNICIPAL DE SAUDE DE BUENO BRANDAO/MG;Sim
SP;350715;BOM SUCESSO DE ITARARÉ;;Não
MG;310810;BONFIM;SECRETARIA MUNICIPAL DE SAUDE DE ITAPEVI;Sim
MG;310810;BONFIM;;Não
MG;310820;BONFINOPOLIS DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE TAQUARACU DE MINAS/MG;Sim
MG;310820;BONFINÓPOLIS DE MINAS;;Não
MG;310825;BONITO DE MINAS;SECRETARIA MUNICIPAL DA SAUDE DE QUINTANA;Sim
MG;310825;BONITO DE MINAS;;Não
SP;350720;BORA;SECRETARIA MUNICIPAL DE SAUDE DE SANTA BARBARA DO TUGURIO/MG;Sim
SP;350720;BORÁ;;Não
SP;350730;BORACEIA;SECRETARIA MUNICIPAL DE SAUDE DE VIRADOURO - US DR. PHEBO DE OLIVEIRA ROGE FERREIRA;Sim
SP;350730;BORACÉIA;;Não
SP;350740;BORBOREMA;SECRETARIA MUNICIPAL DE SAUDE DE BORBOREMA - CS III DE BORBOREMA;Sim
SP;350740;BORBOREMA;;Não
MG;310830;BORDA DA MATA;SECRETARIA MUNICIPAL DE SAUDE DE BORDA DA MATA/MG;Sim
MG;310830;BORDA DA MATA;;Não
SP;350745;BOREBI;SECRETARIA MUNICIPAL DE SAUDE DE BOREBI - US JOAO RAPOSO DOS REIS;Sim
SP;350745;BOREBI;;Não
MG;310840;BOTELHOS;SECRETARIA MUNICIPAL DE SAUDE DE MARMELOPOLIS/MG;Sim
MG;310840;BOTELHOS;;Não
SP;350750;BOTUCATU;SECRETARIA MUNICIPAL DE SAUDE DE BOTUCATU ;Sim
SP;350750;BOTUCATU;;Não
MG;310850;BOTUMIRIM;SECRETARIA MUNICIPAL DE SAUDE DE GUARANI DOESTE - CS III;Sim
MG;310850;BOTUMIRIM;;Não
SP;350760;BRAGANCA PAULISTA;SECRETARIA MUNICIPAL DE SAUDE DE BRAGANCA PAULISTA - CMRF;Sim
SP;350760;BRAGANÇA PAULISTA;;Não
MG;310870;BRAS PIRES;SECRETARIA MUNICIPAL DE SAUDE DE MIMOSO DO SUL/ES;Sim
MG;310870;BRÁS PIRES;;Não
MG;310855;BRASILANDIA DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE BRASILANDIA DE MINAS/MG;Sim
MG;310855;BRASILÂNDIA DE MINAS;;Não
MG;310860;BRASILIA DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE BRASILIA DE MINAS/MG;Sim
MG;310860;BRASÍLIA DE MINAS;;Não
SP;350770;BRAUNA;SECRETARIA MUNICIPAL DE SAUDE DE BRAUNA - UBS III;Sim
SP;350770;BRAÚNA;;Não
MG;310880;BRAUNAS;SECRETARIA MUNICIPAL DE SAUDE DE BRAUNAS/MG;Sim
MG;310880;BRAÚNAS;;Não
MG;310890;BRAZÓPOLIS;;Não
ES;320115;BREJETUBA;SECRETARIA MUNICIPAL DE SAUDE DE MATUTINA/MG;Sim
ES;320115;BREJETUBA;;Não
SP;350775;BREJO ALEGRE;SECRETARIA MUNICIPAL DE SAUDE DE SERRANOPOLIS DE MINAS/MG;Sim
SP;350775;BREJO ALEGRE;;Não
SP;350780;BRODOWSKI;SECRETARIA MUNICIPAL DE SAUDE DE PIRAPORA/MG;Sim
SP;350780;BRODOWSKI;;Não
SP;350790;BROTAS;SECRETARIA MUNICIPAL DE SAUDE DE BROTAS;Sim
SP;350790;BROTAS;;Não
MG;310900;BRUMADINHO;SECRETARIA MUNICIPAL DE SAUDE DE ALVORADA DE MINAS/MG;Sim
MG;310900;BRUMADINHO;;Não
MG;310910;BUENO BRANDAO;SECRETARIA MUNICIPAL DE SAUDE DE CONFINS/MG;Sim
MG;310910;BUENO BRANDÃO;;Não
MG;310920;BUENOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE PERIQUITO/MG;Sim
MG;310920;BUENÓPOLIS;;Não
MG;310925;BUGRE;SECRETARIA MUNICIPAL DE SAUDE DE BUGRE/MG;Sim
MG;310925;BUGRE;;Não
