UF;IBGE;Adesão;NOME_MUNICIPIO;ENTIDADE
ES;320250;Sim;IBIRACU;SECRETARIA MUNICIPAL DE SAUDE DE CAPITOLIO/MG
ES;320255;Sim;IBITIRAMA;SECRETARIA MUNICIPAL DE SAUDE DE IBITIRAMA/ES
ES;320260;Sim;ICONHA;SECRETARIA MUNICIPAL DE SAUDE DE CARATINGA/MG
ES;320265;Não;IRUPI;
ES;320270;Sim;ITAGUACU;SECRETARIA MUNICIPAL DE SAUDE DE CAIEIRAS - VE
ES;320280;Sim;ITAPEMIRIM;SECRETARIA MUNICIPAL DE SAUDE DE TURVOLANDIA/MG
ES;320290;Sim;ITARANA;SECRETARIA MUNICIPAL DE SAUDE DE JANUARIA/MG
ES;320300;Não;IÚNA;
ES;320305;Não;JAGUARÉ;
ES;320310;Não;JERÔNIMO MONTEIRO;
ES;320313;Sim;JOAO NEIVA;SECRETARIA MUNICIPAL DE SAUDE DE SANTANA DO GARAMBEU/MG
ES;320316;Sim;LARANJA DA TERRA;SECRETARIA MUNICIPAL DE SAUDE DE CAPIM BRANCO/MG
ES;320320;Não;LINHARES;
ES;320330;Não;MANTENÓPOLIS;
ES;320332;Sim;MARATAIZES;SECRETARIA MUNICIPAL DE SAUDE DE AGUANIL/MG
ES;320334;Sim;MARECHAL FLORIANO;SECRETARIA MUNICIPAL DE SAUDE DE MARECHAL FLORIANO/ES
ES;320335;Não;MARILÂNDIA;
ES;320340;Sim;MIMOSO DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE VEREDINHA/MG
ES;320350;Não;MONTANHA;
ES;320360;Não;MUCURICI;
ES;320370;Sim;MUNIZ FREIRE;SECRETARIA MUNICIPAL DE SAUDE DE MARICA/RJ
ES;320380;Sim;MUQUI;SECRETARIA MUNICIPAL DE SAUDE DE MUQUI/ES
ES;320390;Não;NOVA VENÉCIA;
ES;320400;Sim;PANCAS;SECRETARIA MUNICIPAL DE SAUDE DE MORRO DO PILAR/MG
ES;320405;Não;PEDRO CANÁRIO;
ES;320410;Não;PINHEIROS;
ES;320420;Sim;PIUMA;SECRETARIA MUNICIPAL DE SAUDE DE ARACITABA/MG
ES;320425;Não;PONTO BELO;
ES;320430;Sim;PRESIDENTE KENNEDY;SECRETARIA MUNICIPAL DE SAUDE DE PESCADOR/MG
ES;320435;Não;RIO BANANAL;
ES;320440;Sim;RIO NOVO DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE RIO NOVO DO SUL/ES
ES;320450;Sim;SANTA LEOPOLDINA;SECRETARIA MUNICIPAL DE SAUDE DE DOMINGOS MARTINS/ES
ES;320455;Sim;SANTA MARIA DE JETIBA;SECRETARIA MUNICIPAL DE SAUDE DE ANGELANDIA/MG
ES;320460;Não;SANTA TERESA;
ES;320465;Sim;SAO DOMINGOS DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE CARANDAI/MG
ES;320470;Não;SÃO GABRIEL DA PALHA;
ES;320480;Sim;SAO JOSE DO CALCADO;SECRETARIA MUNICIPAL DE SAUDE DE FRANCO DA ROCHA - CADI
ES;320490;Sim;SAO MATEUS;SECRETARIA MUNICIPAL DE SAUDE DE NOVA RESENDE/MG
ES;320495;Não;SÃO ROQUE DO CANAÃ;
ES;320500;Sim;SERRA;SECRETARIA MUNICIPAL DE SAUDE DE SERRA/ES
ES;320501;Não;SOORETAMA;
ES;320503;Sim;VARGEM ALTA;SECRETARIA MUNICIPAL DE SAUDE DE PIRANGI
ES;320506;Sim;VENDA NOVA DO IMIGRANTE;SECRETARIA MUNICIPAL DE SAUDE DE VENDA NOVA DO IMIGRANTE/ES
ES;320510;Não;VIANA;
ES;320515;Não;VILA PAVÃO;
ES;320517;Não;VILA VALÉRIO;
ES;320520;Sim;VILA VELHA;SECRETARIA MUNICIPAL DE SAUDE COLOMBIA
ES;320530;Sim;VITORIA;SECRETARIA MUNICIPAL DE SAUDE DE VITORIA/ES
MG;310010;Sim;ABADIA DOS DOURADOS;SECRETARIA MUNICIPAL DE SAUDE DE CONGONHAS DO NORTE/MG
MG;310020;2;ABAETE;SECRETARIA MUNICIPAL DE SAUDE DE ABAETE/MG
MG;310030;Sim;ABRE CAMPO;SECRETARIA MUNICIPAL DE SAUDE DE INHAPIM/MG
MG;310040;Não;ACAIACA;
MG;310050;Não;AÇUCENA;
MG;310060;Não;ÁGUA BOA;
MG;310070;Sim;AGUA COMPRIDA;SECRETARIA MUNICIPAL DE SAUDE DE CORONEL MACEDO - ESF SEBASTIAO MACEDO
MG;310080;Sim;AGUANIL;SECRETARIA MUNICIPAL DE SAUDE DE OUROESTE - UBS NELSON RODRIGUES
MG;310090;Sim;AGUAS FORMOSAS;SECRETARIA MUNICIPAL DE SAUDE DE CRUZEIRO
MG;310100;Sim;AGUAS VERMELHAS;SECRETARIA MUNICIPAL DE SAUDE DE CORUMBATAI - POSTO DE SAUDE ANDRE GIMENE
MG;310110;Não;AIMORÉS;
MG;310120;Não;AIURUOCA;
MG;310130;Sim;ALAGOA;SECRETARIA MUNICIPAL DE SAUDE DE ALAGOA/MG
MG;310140;Não;ALBERTINA;
MG;310150;Sim;ALEM PARAIBA;SECRETARIA MUNICIPAL DE SAUDE DE ALEM PARAIBA/MG
MG;310160;Não;ALFENAS;
MG;310163;Sim;ALFREDO VASCONCELOS;SECRETARIA MUNICIPAL DE SAUDE DE PERDIGAO/MG
MG;310170;Não;ALMENARA;
MG;310180;Não;ALPERCATA;
MG;310190;Sim;ALPINOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE SAO TIAGO/MG
MG;310200;Não;ALTEROSA;
MG;310205;Não;ALTO CAPARAÓ;
MG;310210;Sim;ALTO RIO DOCE;SECRETARIA MUNICIPAL DE SAUDE DE MIRAI/MG
MG;310220;Não;ALVARENGA;
MG;310230;Não;ALVINÓPOLIS;
MG;310240;Sim;ALVORADA DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE CABECEIRA GRANDE/MG
MG;310250;Sim;AMPARO DO SERRA;SECRETARIA MUNICIPAL DE SAUDE DE IGARATA - VIGILANCIA EM SAUDE
MG;310260;Sim;ANDRADAS;SECRETARIA MUNICIPAL DE SAUDE DE ALFREDO MARCONDES - UBS III 
MG;310270;Sim;CACHOEIRA DE PAJEU;SECRETARIA MUNICIPAL DE SAUDE DE PIEDADE DOS GERAIS/MG
MG;310280;Não;ANDRELÂNDIA;
MG;310285;Sim;ANGELANDIA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA EUROPA - CENTRO DE SAUDE III NOVA EUROPA
MG;310290;Não;ANTÔNIO CARLOS;
MG;310300;Não;ANTÔNIO DIAS;
MG;310310;Não;ANTÔNIO PRADO DE MINAS;
MG;310320;Sim;ARACAI;SECRETARIA MUNICIPAL DE SAUDE DE MACHACALIS/MG
MG;310330;Sim;ARACITABA;SECRETARIA MUNICIPAL DE SAUDE DE JAGUARACU/MG
MG;310340;Sim;ARACUAI;SECRETARIA MUNICIPAL DE SAUDE DE INGAI/MG
MG;310350;Sim;ARAGUARI;SECRETARIA MUNICIPAL DE SAUDE DE ARAGUARI/MG
MG;310360;Não;ARANTINA;
MG;310370;Sim;ARAPONGA;SECRETARIA MUNICIPAL DE SAUDE DE CAPINOPOLIS/MG
MG;310375;Não;ARAPORÃ;
MG;310380;Sim;ARAPUA;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DA LAPA/MG
MG;310390;Sim;ARAUJOS;SECRETARIA MUNICIPAL DE SAUDE DE BERIZAL/MG
MG;310400;Sim;ARAXA;SECRETARIA MUNICIPAL DE SAUDE DE ARAXA/MG
MG;310410;Sim;ARCEBURGO;SECRETARIA MUNICIPAL DE SAUDE DE NOVA ALIANCA - CS
MG;310420;Sim;ARCOS;SECRETARIA MUNICIPAL DE SAUDE DE BOFETE - UBS BRUNO NOVAES
MG;310430;Sim;AREADO;SECRETARIA MUNICIPAL DE SAUDE DE SENHORA DOS REMEDIOS/MG
MG;310440;Sim;ARGIRITA;SECRETARIA MUNICIPAL DE SAUDE DE JURUAIA/MG
MG;310445;Sim;ARICANDUVA;SECRETARIA MUNICIPAL DE SAUDE DE RIO VERMELHO/MG
MG;310450;Sim;ARINOS;SECRETARIA MUNICIPAL DE SAUDE DE ARINOS/MG
MG;310460;Sim;ASTOLFO DUTRA;SECRETARIA MUNICIPAL DE SAUDE DE ASTOLFO DUTRA/MG
MG;310470;Sim;ATALEIA;SECRETARIA MUNICIPAL DE SAUDE DE ATALEIA/MG
MG;310480;Sim;AUGUSTO DE LIMA;SECRETARIA MUNICIPAL DE SAUDE DE IPUA - DEPARTAMENTO
MG;310490;Sim;BAEPENDI;SECRETARIA MUNICIPAL DE SAUDE DE BAEPENDI/MG
MG;310500;Sim;BALDIM;SECRETARIA MUNICIPAL DE SAUDE DE NOVA ODESSA
MG;310510;Sim;BAMBUI;SECRETARIA MUNICIPAL DE SAUDE DE LAGOA DOURADA/MG
MG;310520;Não;BANDEIRA;
MG;310530;Sim;BANDEIRA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE NOVO ORIENTE DE MINAS/MG
MG;310540;Sim;BARAO DE COCAIS;SECRETARIA MUNICIPAL DE SAUDE NOVO HORIZONTE - CS II UBS DR JOAO DORIVAL CARDOSO
MG;310550;Não;BARÃO DE MONTE ALTO;
MG;310560;Sim;BARBACENA;SECRETARIA MUNICIPAL DE SAUDE DE BARBACENA/MG
MG;310570;Sim;BARRA LONGA;SECRETARIA MUNICIPAL DE SAUDE DE TREMEMBE - CS DR CARLOS BORGES ANCORA DA LUZ
MG;310590;Sim;BARROSO;SECRETARIA MUNICIPAL DE SAUDE DE QUEIROZ - CS
MG;310600;Sim;BELA VISTA DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE BELA VISTA DE MINAS/MG
MG;310610;Não;BELMIRO BRAGA;
MG;310620;Sim;BELO HORIZONTE;SECRETARIA MUNICIPAL DE SAUDE DE BELO HORIZONTE/MG
MG;310630;Sim;BELO ORIENTE;SECRETARIA MUNICIPAL DE SAUDE DE BELO ORIENTE/MG
MG;310640;Sim;BELO VALE;SECRETARIA MUNICIPAL DE SAUDE DE CRISTAIS PAULISTA - CENTRO DE SAUDE DR JOAO JOAQUIM FERREIRA
MG;310650;Não;BERILO;
MG;310660;Sim;BERTOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE SABINO
MG;310665;Sim;BERIZAL;SECRETARIA MUNICIPAL DE SAUDE DE JUVENILIA/MG
MG;310670;Sim;BETIM;SECRETARIA MUNICIPAL DE SAUDE DE BETIM/MG
MG;310680;Não;BIAS FORTES;
MG;310690;Não;BICAS;
MG;310700;Sim;BIQUINHAS;SECRETARIA MUNICIPAL DE SAUDE DE SENADOR JOSE BENTO/MG
MG;310710;Sim;BOA ESPERANCA;SECRETARIA MUNICIPAL DE SAUDE DE BOA ESPERANCA/MG
MG;310720;Não;BOCAINA DE MINAS;
MG;310730;Sim;BOCAIUVA;SECRETARIA MUNICIPAL DE SAUDE DE BOCAIUVA/MG
MG;310740;Sim;BOM DESPACHO;SECRETARIA MUNICIPAL DE SAUDE - BOM DESPACHO/MG
MG;310750;Não;BOM JARDIM DE MINAS;
MG;310760;Não;BOM JESUS DA PENHA;
MG;310770;Sim;BOM JESUS DO AMPARO;SECRETARIA MUNICIPAL DE SAUDE DE BOM JESUS DO AMPARO/MG
MG;310780;Não;BOM JESUS DO GALHO;
MG;310790;Não;BOM REPOUSO;
MG;310800;Sim;BOM SUCESSO;SECRETARIA MUNICIPAL DE SAUDE DE BOM SUCESSO/MG
MG;310810;Sim;BONFIM;SECRETARIA MUNICIPAL DE SAUDE DE ITAPEVI
MG;310820;Sim;BONFINOPOLIS DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE TAQUARACU DE MINAS/MG
MG;310825;Sim;BONITO DE MINAS;SECRETARIA MUNICIPAL DA SAUDE DE QUINTANA
MG;310830;Sim;BORDA DA MATA;SECRETARIA MUNICIPAL DE SAUDE DE BORDA DA MATA/MG
MG;310840;Sim;BOTELHOS;SECRETARIA MUNICIPAL DE SAUDE DE MARMELOPOLIS/MG
MG;310850;Sim;BOTUMIRIM;SECRETARIA MUNICIPAL DE SAUDE DE GUARANI DOESTE - CS III
MG;310855;Sim;BRASILANDIA DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE BRASILANDIA DE MINAS/MG
MG;310860;Sim;BRASILIA DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE BRASILIA DE MINAS/MG
MG;310870;Sim;BRAS PIRES;SECRETARIA MUNICIPAL DE SAUDE DE MIMOSO DO SUL/ES
MG;310880;Sim;BRAUNAS;SECRETARIA MUNICIPAL DE SAUDE DE BRAUNAS/MG
MG;310890;Não;BRAZÓPOLIS;
MG;310900;Sim;BRUMADINHO;SECRETARIA MUNICIPAL DE SAUDE DE ALVORADA DE MINAS/MG
MG;310910;Sim;BUENO BRANDAO;SECRETARIA MUNICIPAL DE SAUDE DE CONFINS/MG
MG;310920;Sim;BUENOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE PERIQUITO/MG
MG;310925;Sim;BUGRE;SECRETARIA MUNICIPAL DE SAUDE DE BUGRE/MG
MG;310930;Sim;BURITIS;SECRETARIA MUNICIPAL DE SAUDE DE BURITIS/MG
MG;310940;Sim;BURITIZEIRO;SECRETARIA MUNICIPAL DE SAUDE DE BURITIZEIRO/MG
MG;310945;Sim;CABECEIRA GRANDE;SECRETARIA MUNICIPAL DE SAUDE DE LASSANCE/MG
MG;310950;Sim;CABO VERDE;SECRETARIA MUNICIPAL DE SAUDE DE AVAI - CS
MG;310960;Sim;CACHOEIRA DA PRATA;SECRETARIA MUNICIPAL DE SAUDE DE CACHOEIRA DA PRATA/MG
MG;310970;Sim;CACHOEIRA DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE CORACAO DE JESUS/MG
MG;310980;Sim;CACHOEIRA DOURADA;SECRETARIA MUNICIPAL DE SAUDE DE TIROS/MG
MG;310990;Sim;CAETANOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE RIBEIRAO DOS INDIOS - UBS
MG;311000;Sim;CAETE;SECRETARIA MUNICIPAL DE SAUDE DE RIFAINA - CS
MG;311010;Não;CAIANA;
MG;311020;Sim;CAJURI;SECRETARIA MUNICIPAL DE SAUDE DE CAJURI/MG
MG;311030;Sim;CALDAS;SECRETARIA MUNICIPAL DE SAUDE DE CALDAS/MG
MG;311040;Sim;CAMACHO;SECRETARIA MUNICIPAL DE SAUDE DE CONQUISTA/MG
MG;311050;Sim;CAMANDUCAIA;SECRETARIA MUNICIPAL DE SAUDE DE CAMBUQUIRA/MG
MG;311060;Não;CAMBUÍ;
MG;311070;Sim;CAMBUQUIRA;SECRETARIA MUNICIPAL DE SAUDE DE PRESIDENTE KENNEDY/ES
MG;311080;Sim;CAMPANARIO;SECRETARIA MUNICIPAL DE SAUDE DE CAMPANARIO/MG
MG;311090;Sim;CAMPANHA;SECRETARIA MUNICIPAL DE SAUDE DE CAMPANHA/MG
MG;311100;Sim;CAMPESTRE;SECRETARIA MUNICIPAL DE SAUDE DE CAMPESTRE/MG
MG;311110;Sim;CAMPINA VERDE;SECRETARIA MUNICIPAL DE SAUDE DE CONSELHEIRO PENA/MG
MG;311115;Sim;CAMPO AZUL;SECRETARIA MUNICIPAL DE SAUDE DE CAMPO AZUL/MG
MG;311120;Sim;CAMPO BELO;SECRETARIA MUNICIPAL DE SAUDE DE CASCALHO RICO/MG
MG;311130;Não;CAMPO DO MEIO;
MG;311140;Sim;CAMPO FLORIDO;SECRETARIA MUNICIPAL DE SAUDE DE CRAVINHOS
MG;311150;Sim;CAMPOS ALTOS;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS ALTOS/MG
MG;311160;Sim;CAMPOS GERAIS;SECRETARIA MUNICIPAL DE SAUDE DE GUARUJA
MG;311170;Sim;CANAA;SECRETARIA MUNICIPAL DE SAUDE DE CANAA/MG
MG;311180;Sim;CANAPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE ARANDU - CS III 
MG;311190;Sim;CANA VERDE;SECRETARIA MUNICIPAL DE SAUDE DE SANTO ANTONIO DO MONTE/MG
MG;311200;Sim;CANDEIAS;SECRETARIA MUNICIPAL DE SAUDE - CENTRAL MUNICIPAL DE ARMAZENAMENTO DE FRIO DE BURI
MG;311205;Não;CANTAGALO;
MG;311210;Não;CAPARAÓ;
MG;311220;Não;CAPELA NOVA;
MG;311230;Sim;CAPELINHA;SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DAS PEDRAS/MG
MG;311240;Não;CAPETINGA;
MG;311250;Sim;CAPIM BRANCO;SECRETARIA MUNICIPAL DE SAUDE DE UBAPORANGA/MG
MG;311260;Sim;CAPINOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE ARAUJOS/MG
MG;311265;Não;CAPITÃO ANDRADE;
MG;311270;Sim;CAPITAO ENEAS;SECRETARIA MUNICIPAL DE SAUDE DE CAPITAO ENEAS/MG
MG;311280;Sim;CAPITOLIO;SECRETARIA MUNICIPAL DE SAUDE DE MEDINA/MG
MG;311290;Não;CAPUTIRA;
MG;311300;Sim;CARAI;SECRETARIA MUNICIPAL DE SAUDE DE CARAI/MG
MG;311310;Não;CARANAÍBA;
MG;311320;Sim;CARANDAI;SECRETARIA MUNICIPAL DE SAUDE DE MACATUBA
MG;311330;Não;CARANGOLA;
MG;311340;Sim;CARATINGA;SECRETARIA MUNICIPAL DE SAUDE DE PIUMA/ES
MG;311350;Sim;CARBONITA;SECRETARIA MUNICIPAL DE SAUDE DE ALVINLANDIA
MG;311360;Não;CAREAÇU;
MG;311370;Sim;CARLOS CHAGAS;SECRETARIA MUNICIPAL DE SAUDE DE CARLOS CHAGAS/MG
MG;311380;Sim;CARMESIA;SECRETARIA MUNICIPAL DE SAUDE DE CARMESIA/MG
MG;311390;Sim;CARMO DA CACHOEIRA;SECRETARIA MUNICIPAL DE SAUDE DE GONCALVES/MG
MG;311400;Sim;CARMO DA MATA;SECRETARIA MUNICIPAL DE SAUDE DE CARMO DA MATA/MG
MG;311410;Sim;CARMO DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE SAO DOMINGOS DO NORTE/ES
MG;311420;Sim;CARMO DO CAJURU;SECRETARIA MUNICIPAL DE SAUDE DE SAO SEBASTIAO DO RIO VERDE/MG
MG;311430;Sim;CARMO DO PARANAIBA;SECRETARIA MUNICIPAL DE SAUDE DE CARMO DO PARANAIBA/MG
MG;311440;Sim;CARMO DO RIO CLARO;SECRETARIA MUNICIPAL DE SAUDE DE CAIUA
MG;311450;Sim;CARMOPOLIS DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE SANTO ANDRE 
MG;311455;Sim;CARNEIRINHO;SECRETARIA MUNICIPAL DE SAUDE DE CARNEIRINHO/MG
MG;311460;Sim;CARRANCAS;SECRETARIA MUNICIPAL DE SAUDE DE CARRANCAS/MG
MG;311470;Sim;CARVALHOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE CARVALHOPOLIS/MG
MG;311480;Sim;CARVALHOS;SECRETARIA MUNICIPAL DE SAUDE DE CARVALHOS/MG
MG;311490;Não;CASA GRANDE;
MG;311500;Sim;CASCALHO RICO;SECRETARIA MUNICIPAL DE SAUDE DE ITATIAIUCU/MG
MG;311510;Sim;CASSIA;SECRETARIA MUNICIPAL DE SAUDE DE NHANDEARA - CS II PREF. DR. OCTAVIANO CARDOSO FILHO
MG;311520;Sim;CONCEICAO DA BARRA DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DA BARRA DE MINAS/MG
MG;311530;Sim;CATAGUASES;SECRETARIA MUNICIPAL DE SAUDE DE CATAGUASES/MG
MG;311535;Sim;CATAS ALTAS;SECRETARIA MUNICIPAL DE SAUDE DE PAPAGAIOS/MG
MG;311540;Não;CATAS ALTAS DA NORUEGA;
MG;311545;Sim;CATUJI;SECRETARIA MUNICIPAL DE SAUDE DE PADRE PARAISO/MG
MG;311547;Sim;CATUTI;SECRETARIA MUNICIPAL DE SAUDE DE CATUTI/MG
MG;311550;Não;CAXAMBU;
MG;311560;Sim;CEDRO DO ABAETE;SECRETARIA MUNICIPAL DE SAUDE DE PAULINIA
MG;311570;Não;CENTRAL DE MINAS;
MG;311580;Não;CENTRALINA;
MG;311590;Não;CHÁCARA;
MG;311600;Não;CHALÉ;
MG;311610;Sim;CHAPADA DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DO CALCADO/ES
MG;311615;Sim;CHAPADA GAUCHA;SECRETARIA MUNICIPAL DE SAUDE DE ANDRADAS/MG
MG;311620;Não;CHIADOR;
MG;311630;Não;CIPOTÂNEA;
MG;311640;Sim;CLARAVAL;SECRETARIA MUNICIPAL DE SAUDE DE ITAMONTE/MG
MG;311650;Sim;CLARO DOS POCOES;SECRETARIA MUNICIPAL DE SAUDE DE ARCO IRIS - ESF
MG;311660;Sim;CLAUDIO;SECRETARIA MUNICIPAL DE SAUDE DE CLAUDIO/MG
MG;311670;Sim;COIMBRA;SECRETARIA MUNICIPAL DE SAUDE DE ANCHIETA/ES
MG;311680;Não;COLUNA;
MG;311690;Não;COMENDADOR GOMES;
MG;311700;Sim;COMERCINHO;SECRETARIA MUNICIPAL DE SAUDE DE ALTO RIO NOVO/ES
MG;311710;Sim;CONCEICAO DA APARECIDA;SECRETARIA MUNICIPAL DE SAUDE DE IBITURUNA/MG
MG;311720;Sim;CONCEICAO DAS PEDRAS;SECRETARIA MUNICIPAL DE SAUDE DE IPIACU/MG
MG;311730;Sim;CONCEICAO DAS ALAGOAS;SECRETARIA MUNICIPAL DE SAUDE DE RIO PIRACICABA/MG
MG;311740;Não;CONCEIÇÃO DE IPANEMA;
MG;311750;Sim;CONCEICAO DO MATO DENTRO;SECRETARIA MUNICIPAL DE SAUDE DE PRADOPOLIS - CS JANUARIO THEODORO DE SOUZA
MG;311760;Sim;CONCEICAO DO PARA;SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DO PARA/MG
MG;311770;Sim;CONCEICAO DO RIO VERDE;SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DO RIO VERDE/MG
MG;311780;Não;CONCEIÇÃO DOS OUROS;
MG;311783;Sim;CONEGO MARINHO;SECRETARIA MUNICIPAL DE SAUDE DE VILA VELHA/ES
MG;311787;Sim;CONFINS;SECRETARIA MUNICIPAL DE SAUDE DE ARACUAI/MG
MG;311790;Sim;CONGONHAL;SECRETARIA MUNICIPAL DE SAUDE DE BAURU - SECAO TECNICA DE IMUNIZACAO
MG;311800;Sim;CONGONHAS;SECRETARIA MUNICIPAL DE SAUDE DE CONGONHAS/MG
MG;311810;Sim;CONGONHAS DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE FAMA/MG
MG;311820;Sim;CONQUISTA;SECRETARIA MUNICIPAL DE SAUDE DE DELTA/MG
MG;311830;Sim;CONSELHEIRO LAFAIETE;SECRETARIA MUNICIPAL DE SAUDE DE CONSELHEIRO LAFAIETE/MG
MG;311840;Sim;CONSELHEIRO PENA;SECRETARIA MUNICIPAL DE SAUDE DE BORACEIA - UBS ELISA SGAVIOLI PAULIN
MG;311850;Sim;CONSOLACAO;SECRETARIA MUNICIPAL DE SAUDE DE MATIAS CARDOSO/MG
MG;311860;Sim;CONTAGEM;SECRETARIA MUNICIPAL DE SAUDE DE CONTAGEM/MG
MG;311870;Sim;COQUEIRAL;SECRETARIA MUNICIPAL DE SAUDE DE SANTO HIPOLITO/MG
MG;311880;Sim;CORACAO DE JESUS;SECRETARIA MUNICIPAL DE SAUDE DE ICARAI DE MINAS/MG
MG;311890;Sim;CORDISBURGO;SECRETARIA MUNICIPAL DE SAUDE DE PARAISO - UBS EMILIO BARATO NETO
MG;311900;Sim;CORDISLANDIA;SECRETARIA MUNICIPAL DE SAUDE DE SAO THOME DAS LETRAS/MG
MG;311910;Sim;CORINTO;SECRETARIA MUNICIPAL DE SAUDE DE SANTO ANTONIO DO RETIRO/MG
MG;311920;Sim;COROACI;SECRETARIA MUNICIPAL DE SAUDE DE SEBASTIANOPOLIS DO SUL - CS
MG;311930;Sim;COROMANDEL;SECRETARIA MUNICIPAL DE SAUDE DE SILVEIRAS - UM
MG;311940;Sim;CORONEL FABRICIANO;SECRETARIA MUNICIPAL DE SAUDE DE JOSENOPOLIS/MG
MG;311950;Sim;CORONEL MURTA;SECRETARIA MUNICIPAL DE SAUDE DE MESQUITA/MG
MG;311960;Não;CORONEL PACHECO;
MG;311970;Sim;CORONEL XAVIER CHAVES;SECRETARIA MUNICIPAL DE SAUDE DE GUAPE/MG
MG;311980;Sim;CORREGO DANTA;SECRETARIA MUNICIPAL DE SAUDE DE IBIRACU/ES
MG;311990;Não;CÓRREGO DO BOM JESUS;
MG;311995;Sim;CORREGO FUNDO;SECRETARIA MUNICIPAL DE SAUDE DE CORREGO FUNDO/MG
MG;312000;Sim;CORREGO NOVO;SECRETARIA MUNICIPAL DE SAUDE DE CORREGO NOVO/MG
MG;312010;Sim;COUTO DE MAGALHAES DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE IBIRAREMA 
